date,max_temp,min_temp,igmin,min_grass,rain,pressure_cbl,wind_speed,max_10minute_wind,dir_10minute_wind,max_gust,sun,dos,global_radiation,soil,potential_evap,evap,smd_wd,smd_md,smd_pd,Latitude,Longitude,Station Name,year,month,day,temp_range,smd_combined,wind_category,extreme_rain,heatwave,high_wind,extreme_weather,extreme_weather_combination,sun_category,season
1990-03-07,-0.11,0.74,0,0.52,0.0,1005.2,1.5,0.81,0.31,0.64,0.2,-0.02,441,8.88,1.4,-0.1,5.75,5.75,-1.8,53.43,-6.24,Dublin Airport,1990,3,7,3.4,3.23,SW,0,1,1,0,0-1-1,Moderate,Spring
1990-03-08,-0.58,-0.07,0,0.08,1.3,1000.2,2.01,2.19,0.66,2.49,0.1,-0.02,448,7.62,1.3,-0.1,5.7,5.7,-1.7,53.43,-6.24,Dublin Airport,1990,3,8,4.7,3.23,W,0,1,1,0,0-1-1,Moderate,Spring
1990-03-09,-0.46,-0.7,1,-0.89,0.6,1008.1,1.12,1.57,0.89,1.87,0.7,-0.02,671,6.38,1.2,-0.24,5.75,5.75,-1.0,53.43,-6.24,Dublin Airport,1990,3,9,8.1,3.5,W,0,1,1,0,0-1-1,Moderate,Spring
1990-03-10,0.23,0.96,0,0.31,0.0,1011.4,1.79,1.27,0.42,0.95,0.8,-0.02,494,8.93,1.8,0.17,5.75,5.75,0.9,53.43,-6.24,Dublin Airport,1990,3,10,4.1,4.13,SW,0,1,1,0,0-1-1,Moderate,Spring
1990-03-11,-0.34,-0.32,0,0.48,0.1,1011.7,1.61,1.42,0.66,1.25,1.6,-0.02,880,8.75,1.1,-0.17,5.75,5.75,1.9,53.43,-6.24,Dublin Airport,1990,3,11,7.0,4.47,W,0,1,1,0,0-1-1,High,Spring
1990-03-12,-0.44,-0.68,1,-1.1,0.0,1012.2,-0.45,0.81,-0.51,-0.09,3.8,-0.02,1150,7.0,1.1,-0.31,5.75,5.75,3.0,53.43,-6.24,Dublin Airport,1990,3,12,8.1,4.83,S,0,1,1,0,0-1-1,Extremely High,Spring
1990-03-13,-0.36,0.24,0,-0.0,0.6,1003.9,1.79,2.34,0.42,2.08,4.5,-0.02,928,8.45,1.7,0.24,5.75,5.75,4.1,53.43,-6.24,Dublin Airport,1990,3,13,4.4,5.2,SW,0,1,1,0,0-1-1,Extremely High,Spring
1990-03-14,-0.11,0.24,0,-0.19,0.0,1011.3,1.68,1.11,-0.04,1.36,1.2,-0.02,794,7.88,1.7,0.24,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,14,5.6,5.75,S,0,1,1,0,0-1-1,High,Spring
1990-03-15,0.23,0.87,0,0.48,0.0,1011.3,2.31,1.57,0.07,1.36,0.8,-0.02,721,9.75,1.7,0.24,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,15,4.5,5.75,SW,0,1,1,0,0-1-1,Moderate,Spring
1990-03-16,0.42,0.94,0,1.23,0.0,1010.3,0.09,0.65,-0.16,0.53,0.1,-0.02,556,10.28,1.5,-0.1,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,16,5.1,5.75,S,0,1,1,0,0-1-1,Moderate,Spring
1990-03-17,0.77,0.76,0,0.25,0.0,1007.8,-0.0,0.81,0.07,1.25,2.5,-0.02,987,10.78,2.0,0.31,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,17,7.6,5.75,SW,0,1,1,0,0-1-1,Very High,Spring
1990-03-18,0.3,0.69,0,-0.02,0.0,1005.2,1.59,2.03,0.19,1.98,0.1,-0.02,579,10.45,1.4,-0.03,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,18,5.6,5.75,SW,0,1,1,0,0-1-1,Moderate,Spring
1990-03-19,-0.54,-0.12,0,-0.5,0.0,1008.1,0.13,0.2,0.31,0.02,4.7,-0.02,1032,9.07,1.7,0.17,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,19,5.1,5.75,SW,0,1,1,0,0-1-1,Extremely High,Spring
1990-03-20,0.05,-0.03,0,-0.48,0.0,1003.2,0.85,0.5,0.19,0.74,0.9,-0.02,761,8.62,1.6,0.1,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,20,7.6,5.75,SW,0,1,1,0,0-1-1,Moderate,Spring
1990-03-21,-0.07,-0.14,0,0.19,0.0,998.7,2.6,1.88,0.54,2.29,6.3,-0.02,1336,9.95,1.8,0.65,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,21,7.5,5.75,W,0,1,1,0,0-1-1,Extremely High,Spring
1990-03-22,-0.34,-0.54,1,-0.83,0.0,1007.2,1.12,0.35,0.77,0.33,6.7,-0.02,1213,7.98,1.9,0.51,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,22,8.0,5.75,W,0,1,1,0,0-1-1,Extremely High,Spring
1990-03-23,-0.38,-0.05,0,-0.27,0.6,1004.9,2.42,1.57,0.31,1.56,0.1,-0.02,505,8.4,1.3,-0.03,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,23,5.6,5.75,SW,0,1,1,0,0-1-1,Moderate,Spring
1990-03-24,-0.76,-0.86,0,-0.25,3.6,1006.9,2.31,2.34,0.77,2.49,7.6,-0.02,1427,7.85,1.1,0.1,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,24,7.3,5.75,W,1,1,1,1,1-1-1,Extremely High,Spring
1990-03-25,-0.62,-0.88,1,-0.93,0.0,1020.0,0.51,0.81,1.47,0.43,4.3,-0.02,1004,6.6,1.7,0.24,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,25,8.1,5.75,NW,0,1,1,0,0-1-1,Extremely High,Spring
1990-03-26,-0.38,-0.32,0,-0.52,0.0,1021.9,-1.43,-1.33,1.01,-1.43,1.4,-0.02,905,7.98,1.4,-0.17,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,26,6.8,5.75,W,0,1,1,0,0-1-1,High,Spring
1990-03-27,-0.52,-0.68,0,-0.5,0.3,1015.3,-0.22,0.04,0.31,-0.09,0.2,-0.02,758,7.6,1.3,-0.17,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,27,7.7,5.75,SW,0,1,1,0,0-1-1,Moderate,Spring
1990-03-28,-0.54,-1.27,1,-1.39,0.0,1019.3,-1.28,-1.49,1.12,-1.32,10.7,-0.02,1779,7.32,1.8,0.31,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,28,10.2,5.75,NW,0,1,1,0,0-1-1,Extremely High,Spring
1990-03-29,0.66,-0.14,0,-0.79,0.2,1022.9,-0.11,-0.11,0.42,-0.09,7.5,-0.02,1457,10.05,2.3,0.72,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,29,11.1,5.75,SW,0,1,1,0,0-1-1,Extremely High,Spring
1990-03-30,-0.19,0.67,0,0.46,0.0,1026.5,-1.84,-1.18,0.66,-1.32,0.0,-0.02,369,10.78,0.8,-0.72,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,30,3.3,5.75,W,0,1,1,0,0-1-1,Moderate,Spring
1990-03-31,-0.01,0.24,0,0.27,0.0,1019.8,-1.41,-0.88,-0.74,-1.01,8.3,-0.02,1481,11.48,1.7,0.1,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,3,31,6.1,5.75,SE,0,1,1,0,0-1-1,Extremely High,Spring
1990-04-01,-0.11,0.02,1,-0.87,5.2,1002.4,-1.12,-0.88,-0.74,-1.01,0.3,-0.02,913,10.25,1.2,-0.31,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,1,6.6,5.75,SE,1,1,1,1,1-1-1,Moderate,Spring
1990-04-02,-0.44,-1.09,0,0.54,3.4,992.1,0.89,0.96,1.01,0.74,3.5,-0.02,879,9.75,1.1,-0.17,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,2,9.9,5.75,W,1,1,1,1,1-1-1,Extremely High,Spring
1990-04-03,-0.99,-1.65,1,-0.96,0.0,999.0,0.67,1.11,0.77,0.74,4.8,-0.02,1139,6.55,1.7,0.31,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,3,9.7,5.75,W,0,1,1,0,0-1-1,Extremely High,Spring
1990-04-04,-0.81,-2.03,1,-1.97,0.0,1007.3,-0.92,-0.88,0.66,-1.01,10.6,-0.02,2027,6.38,2.0,0.51,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,4,12.3,5.75,W,0,1,1,0,0-1-1,Extremely High,Spring
1990-04-05,-0.6,-0.68,1,-1.41,1.0,1004.2,0.51,0.5,0.31,0.53,1.6,-0.02,1097,7.18,1.8,0.38,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,5,7.3,5.75,SW,0,1,1,0,0-1-1,High,Spring
1990-04-06,-0.48,-0.48,1,-1.1,0.0,1004.8,-0.83,-0.88,-1.79,-1.01,9.4,-0.02,1940,8.8,2.2,0.72,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,6,7.0,5.75,NE,0,1,1,0,0-1-1,Extremely High,Spring
1990-04-07,-0.56,-0.36,1,-1.06,0.0,1012.9,-0.72,-0.72,-1.91,-0.91,7.1,-0.02,1337,9.2,1.6,0.17,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,7,6.1,5.75,NE,0,1,1,0,0-1-1,Extremely High,Spring
1990-04-08,-0.6,-0.61,1,-1.14,0.0,1017.7,-1.79,-1.64,-1.21,-1.53,12.0,-0.02,2106,9.98,2.1,0.58,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,8,7.0,5.75,E,0,1,1,0,0-1-1,Extremely High,Spring
1990-04-09,-0.48,-1.11,1,-1.73,0.3,1010.8,-0.22,0.2,0.54,0.02,0.2,-0.02,626,7.9,1.2,-0.24,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,9,9.8,5.75,W,0,1,1,0,0-1-1,Moderate,Spring
1990-04-10,0.28,0.22,0,0.02,0.2,1002.3,1.95,1.88,0.66,1.56,2.9,-0.02,982,9.93,2.1,0.79,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,10,7.6,5.75,W,0,1,1,0,0-1-1,Very High,Spring
1990-04-11,0.05,0.06,0,-0.1,0.0,1004.2,1.01,0.81,0.66,0.64,2.1,-0.02,852,10.0,1.7,0.24,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,11,7.2,5.75,W,0,1,1,0,0-1-1,Very High,Spring
1990-04-12,0.07,-0.48,0,-0.0,0.3,998.5,1.14,1.11,0.54,1.15,8.9,-0.02,1781,11.25,2.6,1.34,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,12,9.7,5.75,W,0,1,1,0,0-1-1,Extremely High,Spring
1990-04-13,-0.58,-0.97,1,-1.06,0.3,996.6,-0.25,0.5,0.54,-0.09,7.7,-0.02,1502,9.18,1.9,0.51,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,13,8.7,5.75,W,0,1,1,0,0-1-1,Extremely High,Spring
1990-04-14,-0.36,-1.06,1,-1.35,2.6,991.9,1.12,1.57,0.89,1.98,6.2,-0.02,1519,8.88,1.8,0.65,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,14,10.2,5.75,W,1,1,1,1,1-1-1,Extremely High,Spring
1990-04-15,-0.58,-0.81,0,-0.73,0.8,995.8,1.72,1.11,0.77,1.25,8.4,-0.02,1554,7.5,2.1,0.99,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,15,8.0,5.75,W,0,1,1,0,0-1-1,Extremely High,Spring
1990-04-16,-0.85,-0.95,1,-0.96,2.3,1002.2,0.94,0.96,1.12,1.36,8.7,-0.02,1705,7.28,2.1,0.86,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,16,7.3,5.75,NW,1,1,1,1,1-1-1,Extremely High,Spring
1990-04-17,-1.19,-1.06,1,-1.1,3.1,1004.7,1.3,1.57,1.12,3.21,6.9,-0.02,1329,5.88,1.4,0.24,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,17,6.1,5.75,NW,1,1,1,1,1-1-1,Extremely High,Spring
1990-04-18,-0.32,-1.18,1,-1.08,0.4,1006.2,0.47,0.81,0.89,0.74,1.0,-0.02,827,6.3,1.2,-0.17,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,18,10.9,5.75,W,0,1,1,0,0-1-1,High,Spring
1990-04-19,-0.58,-0.48,0,-0.52,1.2,1003.9,2.19,1.88,1.47,2.29,7.1,-0.02,1590,7.98,2.0,0.99,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,19,6.5,5.75,NW,0,1,1,0,0-1-1,Extremely High,Spring
1990-04-20,-0.34,-0.32,1,-0.89,0.1,1010.6,1.3,0.81,-2.03,0.95,5.4,-0.02,1671,9.45,2.3,1.13,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,20,7.0,5.75,NE,0,1,1,0,0-1-1,Extremely High,Spring
1990-04-21,-0.48,0.06,0,-0.62,0.0,1011.2,0.04,-0.11,-2.03,-0.19,0.3,-0.02,811,9.28,1.6,0.1,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,21,4.6,5.75,NE,0,1,1,0,0-1-1,Moderate,Spring
1990-04-22,0.23,0.02,1,-0.83,0.0,1009.7,-1.57,-1.33,-2.26,-1.22,4.7,-0.02,1349,11.0,1.9,0.31,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,22,8.3,5.75,N,0,1,1,0,0-1-1,Extremely High,Spring
1990-04-23,0.4,-0.52,0,-0.81,0.0,1009.4,-1.7,-1.49,-1.68,-1.43,12.5,-0.02,2220,12.15,2.6,0.99,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,23,11.5,5.75,NE,0,1,1,0,0-1-1,Extremely High,Spring
1990-04-24,0.77,-0.12,1,-1.0,0.8,1009.5,-1.68,-1.33,-0.63,-1.43,8.5,-0.02,1762,12.98,2.4,0.79,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,24,11.5,5.75,SE,0,1,1,0,0-1-1,Extremely High,Spring
1990-04-25,0.21,-0.0,0,-0.27,0.0,1010.1,0.11,-0.11,0.31,-0.09,2.8,-0.02,1538,12.68,2.1,0.79,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,25,8.3,5.75,SW,0,1,1,0,0-1-1,Very High,Spring
1990-04-26,-0.27,-0.3,0,0.98,2.2,1009.2,0.2,0.04,0.42,-0.19,1.9,-0.02,680,11.98,1.2,-0.24,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,26,7.2,5.75,SW,1,1,1,1,1-1-1,High,Spring
1990-04-27,-0.19,-0.81,1,-0.93,0.0,1015.7,-1.21,-1.18,-0.74,-1.32,6.0,-0.02,1603,10.12,2.2,0.58,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,27,9.9,5.75,SE,0,1,1,0,0-1-1,Extremely High,Spring
1990-04-28,0.6,0.36,0,-0.42,0.0,1016.2,-0.11,0.04,0.42,-0.4,1.0,-0.02,1185,12.18,2.1,0.58,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,28,8.6,5.75,SW,0,1,1,0,0-1-1,High,Spring
1990-04-29,0.48,0.54,0,0.64,0.0,1017.5,-1.46,-1.49,0.54,-1.63,4.3,-0.02,1153,13.62,1.7,0.1,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,29,7.2,5.75,W,0,1,1,0,0-1-1,Extremely High,Spring
1990-04-30,0.72,0.36,0,0.13,0.0,1018.4,-1.46,-1.33,-1.33,-1.22,8.1,-0.02,2154,14.95,2.8,1.13,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,4,30,9.2,5.75,E,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-01,1.52,0.6,0,-0.12,0.0,1020.0,-0.94,0.2,-0.74,0.02,12.9,-0.02,2407,15.95,3.4,1.75,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,1,12.0,5.75,SE,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-02,1.42,1.08,0,0.4,0.0,1021.6,-1.43,-1.18,-1.09,-1.32,13.3,-0.02,2510,17.73,3.6,1.81,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,2,9.4,5.75,E,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-03,1.56,0.83,0,-0.25,0.0,1019.6,-1.88,-1.64,-1.21,-1.74,13.3,-0.02,2412,17.98,3.4,1.61,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,3,11.2,5.75,E,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-04,2.05,0.94,0,0.25,0.0,1016.0,-2.17,-2.1,-1.21,-2.05,9.7,-0.02,2322,18.55,3.4,1.61,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,4,13.1,5.75,E,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-05,0.68,0.47,0,0.31,0.0,1012.7,-1.68,-1.33,1.12,-1.32,6.0,-0.02,1495,17.52,2.3,0.58,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,5,8.5,5.75,NW,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-06,0.19,0.04,0,0.06,0.0,1009.0,-1.3,-0.88,1.59,-0.91,2.5,-0.02,1245,15.65,2.0,0.38,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,6,8.0,5.75,N,0,1,1,0,0-1-1,Very High,Spring
1990-05-07,-0.05,-0.39,0,-0.31,5.75,1006.0,-0.27,-0.11,1.01,0.22,4.1,-0.02,1369,12.9,1.8,0.45,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,7,8.7,5.75,W,1,1,1,1,1-1-1,Extremely High,Spring
1990-05-08,0.01,0.06,0,0.17,5.75,1003.8,-0.11,0.35,0.77,0.74,3.5,-0.02,1499,12.28,2.0,0.65,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,8,7.0,5.75,W,1,1,1,1,1-1-1,Extremely High,Spring
1990-05-09,0.17,0.02,0,0.08,1.5,1004.0,-1.52,-1.33,-1.91,-1.32,4.5,-0.02,1458,12.95,2.1,0.45,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,9,8.0,5.75,NE,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-10,0.36,-0.18,0,-0.17,2.4,1003.8,-1.46,-1.03,0.77,-1.22,3.3,-0.02,1420,12.72,2.0,0.45,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,10,9.8,5.75,W,1,1,1,1,1-1-1,Extremely High,Spring
1990-05-11,1.15,-0.32,0,-0.46,0.0,1004.5,-1.61,-1.64,-0.86,-1.63,13.4,-0.02,2612,14.05,3.4,1.68,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,11,14.3,5.75,SE,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-12,-0.07,0.31,0,-0.73,0.0,1004.7,-1.37,-1.33,-1.68,-1.22,3.4,-0.02,1474,13.22,2.0,0.45,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,12,5.5,5.75,NE,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-13,0.54,0.33,0,-0.41,0.0,1006.5,-1.12,-0.88,-0.98,-0.71,7.6,-0.02,2303,14.62,2.9,1.34,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,13,8.4,5.75,SE,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-14,0.42,0.65,0,-0.1,4.0,1002.7,-0.72,-0.26,-0.98,-0.19,0.7,-0.02,1216,14.38,2.0,0.45,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,14,6.4,5.75,SE,1,1,1,1,1-1-1,Moderate,Spring
1990-05-15,0.05,0.94,0,0.65,2.6,996.5,-0.31,0.2,-0.86,-0.09,3.6,-0.02,1146,13.65,1.5,0.17,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,15,3.3,5.75,SE,1,1,1,1,1-1-1,Extremely High,Spring
1990-05-16,0.77,0.99,0,0.77,1.2,1001.6,0.2,0.2,0.54,0.12,6.2,-0.02,1806,14.52,2.8,1.4,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,16,6.6,5.75,W,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-17,0.74,0.49,0,-0.14,0.0,1010.0,-1.34,-1.33,0.66,-1.43,6.8,-0.02,1908,14.65,2.7,1.06,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,17,8.7,5.75,W,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-18,0.26,0.85,0,0.62,0.0,1014.5,-0.65,-0.72,-1.56,-0.6,5.1,-0.02,1919,15.22,2.7,1.2,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,18,4.7,5.75,E,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-19,-0.09,0.76,0,0.31,0.0,1015.4,-0.0,-0.42,-1.44,-0.19,3.2,-0.02,1695,14.8,2.8,1.34,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,19,3.4,5.75,E,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-20,0.17,0.49,0,0.54,0.0,1015.0,-0.99,-0.72,-1.91,-0.81,10.4,-0.02,2380,16.23,3.2,1.61,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,20,5.9,5.75,NE,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-21,0.56,0.49,1,-0.83,0.0,1012.3,-1.19,-0.88,-1.79,-0.71,10.9,-0.02,2567,17.58,3.4,1.75,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,21,7.8,5.75,NE,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-22,0.95,0.4,0,-0.75,0.0,1009.3,-1.75,-1.49,0.89,-1.12,8.0,-0.02,1962,16.85,2.9,1.13,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,22,10.1,5.75,W,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-23,0.6,0.31,0,0.21,0.0,1010.8,-0.81,-0.72,1.24,-0.81,7.2,-0.02,1923,16.73,2.9,1.27,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,23,8.8,5.75,NW,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-24,0.44,-0.23,0,-0.67,0.0,1014.3,-1.48,-1.49,-1.56,-1.22,10.9,-0.02,2254,16.15,3.0,1.34,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,24,10.4,5.75,E,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-25,0.44,0.27,1,-1.04,0.0,1016.0,-1.12,-1.03,-0.86,-1.12,8.3,-0.02,2113,16.35,3.0,1.34,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,25,8.2,5.75,SE,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-26,0.83,0.96,0,0.4,0.0,1016.8,-1.1,-0.26,-0.74,-0.4,10.8,-0.02,2727,17.8,4.1,2.36,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,26,7.0,5.75,SE,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-27,1.17,0.24,1,-0.93,0.0,1018.8,-1.66,-1.49,-0.98,-1.22,14.2,-0.02,2853,18.5,4.0,2.23,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,27,11.9,5.75,SE,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-28,1.01,0.69,0,0.89,0.0,1016.2,-1.32,-0.42,0.31,-0.5,3.8,-0.02,1528,17.45,2.6,0.92,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,28,9.1,5.75,SW,0,1,1,0,0-1-1,Extremely High,Spring
1990-05-29,0.5,1.48,0,1.58,5.75,1010.2,-1.64,-1.33,-0.16,-1.22,0.0,-0.02,504,16.23,1.2,-0.44,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,29,3.1,5.75,S,1,1,1,1,1-1-1,Moderate,Spring
1990-05-30,0.52,1.21,0,1.12,0.3,1009.1,-1.59,-1.64,0.77,-1.53,2.5,-0.02,1544,15.98,2.5,0.79,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,30,4.4,5.75,W,0,1,1,0,0-1-1,Very High,Spring
1990-05-31,1.03,1.03,0,0.4,0.6,1005.0,-0.67,-0.57,0.07,-0.19,2.6,-0.02,1595,15.8,2.8,1.2,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,5,31,7.7,5.75,SW,0,1,1,0,0-1-1,Very High,Spring
1990-06-01,0.7,0.81,0,1.25,5.75,1000.1,-0.67,-0.11,0.66,-0.19,4.7,-0.02,1769,15.7,2.7,1.13,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,6,1,7.1,5.75,W,1,1,1,1,1-1-1,Extremely High,Summer
1990-06-02,0.48,0.78,0,0.42,0.1,998.0,0.29,0.35,0.77,0.12,0.6,-0.02,1224,14.7,2.1,0.72,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,6,2,6.1,5.75,W,0,1,1,0,0-1-1,Moderate,Summer
1990-06-03,0.44,0.27,0,1.35,2.2,995.6,0.58,0.35,1.01,0.53,7.4,-0.02,2075,14.8,2.7,1.54,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,6,3,8.2,5.75,W,1,1,1,1,1-1-1,Extremely High,Summer
1990-06-04,0.44,-0.12,0,-0.25,0.1,997.1,-0.29,-0.42,0.89,-0.5,6.3,-0.02,1564,12.8,2.3,0.86,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,6,4,9.9,5.75,W,0,1,1,0,0-1-1,Extremely High,Summer
1990-06-05,0.48,0.69,0,0.98,1.2,994.8,-0.11,0.2,0.89,0.02,4.7,-0.02,1666,14.05,2.8,1.27,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,6,5,6.5,5.75,W,0,1,1,0,0-1-1,Extremely High,Summer
1990-06-06,0.4,0.69,0,0.44,4.2,990.2,0.92,1.42,1.12,1.67,7.8,-0.02,1758,13.35,2.8,1.47,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,6,6,6.1,5.75,NW,1,1,1,1,1-1-1,Extremely High,Summer
1990-06-07,0.3,0.56,0,0.42,2.9,995.8,0.74,0.35,0.77,0.22,6.8,-0.02,2069,13.12,3.0,1.75,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,6,7,6.2,5.75,W,1,1,1,1,1-1-1,Extremely High,Summer
1990-06-08,0.36,0.67,0,0.25,1.5,1001.0,1.14,1.27,1.24,1.56,4.2,-0.02,1301,12.85,2.6,1.2,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,6,8,6.0,5.75,NW,0,1,1,0,0-1-1,Extremely High,Summer
1990-06-09,1.11,0.72,0,-0.1,0.0,1009.0,-0.43,-0.26,1.83,-0.5,2.2,-0.02,1346,14.8,2.3,0.79,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,6,9,9.5,5.75,N,0,1,1,0,0-1-1,Very High,Summer
1990-06-10,0.3,0.49,0,0.29,0.0,1013.1,-0.76,-0.72,1.24,-0.6,3.9,-0.02,1191,14.3,2.0,0.45,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1990,6,10,6.5,5.75,NW,0,1,1,0,0-1-1,Extremely High,Summer
