date,max_temp,min_temp,igmin,min_grass,rain,pressure_cbl,wind_speed,max_10minute_wind,dir_10minute_wind,max_gust,sun,dos,global_radiation,soil,potential_evap,evap,smd_wd,smd_md,smd_pd,Latitude,Longitude,Station Name,year,month,day,temp_range,smd_combined,wind_category,extreme_rain,heatwave,high_wind,extreme_weather,extreme_weather_combination,sun_category,season
1979-10-28,-0.27,-0.36,1,-1.18,0.9,997.9,-0.31,-0.26,0.89,-0.4,4.2,-0.02,573,9.35,0.7,-0.86,0.0,-0.2,-0.2,53.43,-6.24,Dublin Airport,1979,10,28,7.5,-0.13,W,0,1,1,0,0-1-1,Extremely High,Autumn
1979-10-29,-0.48,-0.48,0,-0.29,0.7,998.8,-0.45,-0.88,0.42,-0.91,0.4,-0.02,417,8.62,0.6,-0.92,0.0,-0.1,-0.3,53.43,-6.24,Dublin Airport,1979,10,29,7.0,-0.13,SW,0,1,1,0,0-1-1,Moderate,Autumn
1979-10-30,0.48,0.6,0,0.62,4.8,990.8,0.92,0.96,0.07,1.05,0.6,-0.02,247,10.55,0.8,-0.79,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1979,10,30,6.9,-2.3,SW,1,1,1,1,1-1-1,Moderate,Autumn
1979-10-31,-0.15,0.22,0,0.21,0.5,990.0,0.74,0.96,0.54,1.15,6.7,-0.02,577,9.88,1.0,-0.65,0.5,0.5,-3.45,53.43,-6.24,Dublin Airport,1979,10,31,5.5,-0.82,W,0,1,1,0,0-1-1,Extremely High,Autumn
1979-11-01,-0.4,-0.14,0,-0.04,0.0,1001.6,0.51,0.2,0.42,0.12,7.0,-0.02,585,8.18,1.2,-0.44,1.6,1.6,-2.3,53.43,-6.24,Dublin Airport,1979,11,1,5.9,0.3,SW,0,1,1,0,0-1-1,Extremely High,Autumn
1979-11-02,0.01,-0.34,0,-0.39,5.75,1007.2,-0.22,0.04,-0.51,0.22,0.2,-0.02,311,8.3,0.6,-0.92,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1979,11,2,8.8,-2.3,S,1,1,1,1,1-1-1,Moderate,Autumn
1979-11-03,0.87,1.01,0,1.04,0.0,1000.3,2.08,1.57,0.19,1.56,1.8,-0.02,333,11.82,1.3,-0.38,1.3,1.3,-3.45,53.43,-6.24,Dublin Airport,1979,11,3,7.0,-0.28,SW,0,1,1,0,0-1-1,High,Autumn
1979-11-04,-0.54,-0.0,0,0.17,2.1,997.1,1.54,2.19,0.42,2.08,4.2,-0.02,453,9.7,0.8,-0.72,0.0,-0.1,-3.45,53.43,-6.24,Dublin Airport,1979,11,4,4.6,-1.18,SW,0,1,1,0,0-1-1,Extremely High,Autumn
1979-11-05,-0.64,-0.25,0,-0.29,0.0,992.8,1.14,0.96,0.31,0.64,0.6,-0.02,250,7.85,0.7,-0.79,0.7,0.7,-3.45,53.43,-6.24,Dublin Airport,1979,11,5,5.2,-0.68,SW,0,1,1,0,0-1-1,Moderate,Autumn
1979-11-06,-0.66,0.02,0,0.56,0.8,991.1,0.25,0.96,0.77,1.15,0.0,-0.02,168,9.07,0.6,-0.92,0.5,0.5,-3.45,53.43,-6.24,Dublin Airport,1979,11,6,3.9,-0.82,W,0,1,1,0,0-1-1,Moderate,Autumn
1979-11-07,-0.09,-0.23,0,0.12,5.75,988.2,-0.05,2.19,0.66,2.08,0.0,-0.02,160,8.43,0.4,-1.06,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1979,11,7,7.8,-2.3,W,1,1,1,1,1-1-1,Moderate,Autumn
1979-11-08,-1.01,-0.79,0,-0.31,0.0,993.4,0.42,0.04,0.31,0.53,3.7,-0.02,437,7.02,0.7,-0.86,0.7,0.7,-3.45,53.43,-6.24,Dublin Airport,1979,11,8,5.8,-0.68,SW,0,1,1,0,0-1-1,Extremely High,Autumn
1979-11-09,-1.09,-1.13,0,-0.77,0.0,1002.1,0.42,0.04,1.83,0.12,6.2,-0.02,505,5.55,0.7,-0.86,1.4,1.4,-3.45,53.43,-6.24,Dublin Airport,1979,11,9,6.9,-0.22,N,0,1,1,0,0-1-1,Extremely High,Autumn
1979-11-10,-1.03,-1.24,1,-0.93,0.0,1010.5,0.42,-0.26,0.31,-0.29,6.5,-0.02,500,4.88,0.7,-0.86,2.1,2.1,-3.45,53.43,-6.24,Dublin Airport,1979,11,10,7.7,0.25,SW,0,1,1,0,0-1-1,Extremely High,Autumn
1979-11-11,-0.36,-0.79,0,-0.37,0.5,1000.2,0.6,0.2,1.71,0.53,0.7,-0.02,248,6.28,0.6,-0.92,2.3,2.3,-3.45,53.43,-6.24,Dublin Airport,1979,11,11,9.0,0.38,N,0,1,1,0,0-1-1,Moderate,Autumn
1979-11-12,-1.31,-1.47,1,-1.46,0.0,1001.3,-0.72,-0.88,1.12,-0.91,8.1,-0.02,519,5.12,0.5,-1.06,2.8,2.8,-3.45,53.43,-6.24,Dublin Airport,1979,11,12,7.3,0.72,NW,0,1,1,0,0-1-1,Extremely High,Autumn
1979-11-13,-1.25,-1.6,1,-1.83,2.5,991.0,-0.07,0.35,0.89,0.22,1.6,-0.02,250,4.03,0.4,-1.13,0.6,0.6,-3.45,53.43,-6.24,Dublin Airport,1979,11,13,8.2,-0.75,W,1,1,1,1,1-1-1,High,Autumn
1979-11-14,-1.36,-1.31,0,-0.73,0.0,983.5,0.74,0.04,0.66,0.22,4.7,-0.02,401,4.82,0.7,-0.92,1.3,1.3,-3.45,53.43,-6.24,Dublin Airport,1979,11,14,6.4,-0.28,W,0,1,1,0,0-1-1,Extremely High,Autumn
1979-11-15,-1.38,-1.49,1,-1.18,0.0,988.4,0.18,-0.57,1.01,-0.5,7.4,-0.02,483,3.78,0.5,-1.06,1.7,1.7,-3.45,53.43,-6.24,Dublin Airport,1979,11,15,7.1,-0.02,W,0,1,1,0,0-1-1,Extremely High,Autumn
1979-11-16,-1.29,-1.38,1,-1.29,0.0,994.8,-0.36,-0.57,1.12,-0.81,7.2,-0.02,447,3.15,0.5,-1.06,2.2,2.2,-3.45,53.43,-6.24,Dublin Airport,1979,11,16,7.0,0.32,NW,0,1,1,0,0-1-1,Extremely High,Autumn
1979-11-17,-0.58,-0.79,1,-1.08,2.8,992.8,0.65,0.81,0.42,0.84,0.0,-0.02,126,4.78,0.7,-0.79,0.1,0.1,-3.45,53.43,-6.24,Dublin Airport,1979,11,17,7.9,-1.08,SW,1,1,1,1,1-1-1,Moderate,Autumn
1979-11-18,-0.87,-0.45,0,-0.41,0.0,996.3,1.75,1.57,0.77,1.98,3.8,-0.02,350,4.9,1.1,-0.58,1.1,1.1,-3.45,53.43,-6.24,Dublin Airport,1979,11,18,5.0,-0.42,W,0,1,1,0,0-1-1,Extremely High,Autumn
1979-11-19,-0.81,-0.57,0,-0.31,0.0,1009.2,-1.21,-1.03,0.42,-1.01,1.2,-0.02,268,5.52,0.4,-1.06,1.6,1.6,-3.45,53.43,-6.24,Dublin Airport,1979,11,19,5.8,-0.08,SW,0,1,1,0,0-1-1,High,Autumn
1979-11-20,-0.5,-0.86,1,-1.77,0.0,1017.7,-1.52,-1.64,-0.86,-1.63,2.9,-0.02,271,4.7,0.3,-1.2,1.8,1.8,-3.45,53.43,-6.24,Dublin Airport,1979,11,20,8.6,0.05,SE,0,1,1,0,0-1-1,Very High,Autumn
1979-11-21,-0.01,0.31,1,-0.85,0.0,1017.8,-0.78,-0.72,0.19,-0.6,1.7,-0.02,285,6.85,0.4,-1.13,2.2,2.2,-3.3,53.43,-6.24,Dublin Airport,1979,11,21,5.8,0.37,SW,0,1,1,0,0-1-1,High,Autumn
1979-11-22,-0.03,0.38,0,0.79,3.1,1012.0,0.51,0.5,0.31,0.53,0.2,-0.02,170,8.6,0.4,-1.06,0.0,-0.5,-3.45,53.43,-6.24,Dublin Airport,1979,11,22,5.4,-1.32,SW,1,1,1,1,1-1-1,Moderate,Autumn
1979-11-23,-0.95,-0.59,0,0.13,5.75,1007.2,-0.49,-0.42,0.66,-0.19,3.7,-0.02,286,7.48,0.3,-1.27,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1979,11,23,5.2,-2.3,W,1,1,1,1,1-1-1,Extremely High,Autumn
1979-11-24,-0.99,-0.54,0,-0.71,0.0,1007.4,0.2,-0.11,0.31,0.12,4.2,-0.02,313,5.5,0.6,-0.99,0.6,0.6,-3.45,53.43,-6.24,Dublin Airport,1979,11,24,4.8,-0.75,SW,0,1,1,0,0-1-1,Extremely High,Autumn
1979-11-25,-0.11,0.27,0,0.06,2.3,999.7,2.31,2.34,0.19,2.6,0.0,-0.02,100,7.58,1.0,-0.51,0.0,-0.7,-3.45,53.43,-6.24,Dublin Airport,1979,11,25,5.5,-1.38,SW,1,1,1,1,1-1-1,Moderate,Autumn
1979-11-26,0.05,0.13,0,0.81,5.75,997.8,0.49,2.34,0.19,2.18,4.2,-0.02,310,9.57,0.2,-1.27,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1979,11,26,6.9,-2.3,SW,1,1,1,1,1-1-1,Extremely High,Autumn
1979-11-27,-0.07,0.13,0,0.37,4.2,1006.3,0.69,0.5,0.19,0.74,0.0,-0.02,123,8.9,0.4,-1.06,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1979,11,27,6.3,-2.3,SW,1,1,1,1,1-1-1,Moderate,Autumn
1979-11-28,0.52,0.87,0,0.15,0.0,1005.5,0.09,0.04,0.07,0.22,0.0,-0.02,146,9.57,0.8,-0.86,0.8,0.8,-3.45,53.43,-6.24,Dublin Airport,1979,11,28,5.9,-0.62,SW,0,1,1,0,0-1-1,Moderate,Autumn
1979-11-29,0.74,1.42,0,1.12,0.0,1002.6,-0.05,-0.26,0.31,-0.19,0.0,-0.02,131,10.28,1.3,-0.51,2.0,2.0,-3.45,53.43,-6.24,Dublin Airport,1979,11,29,4.6,0.18,SW,0,1,1,0,0-1-1,Moderate,Autumn
1979-11-30,0.17,0.9,0,1.04,0.0,997.4,2.08,2.19,0.19,2.39,2.8,-0.02,250,10.0,0.9,-0.79,2.9,2.9,-3.45,53.43,-6.24,Dublin Airport,1979,11,30,4.1,0.78,SW,0,1,1,0,0-1-1,Very High,Autumn
1979-12-01,-0.05,0.33,0,0.37,0.0,1002.2,1.63,1.27,0.19,1.25,2.2,-0.02,266,9.2,0.7,-0.92,3.6,3.6,-3.45,53.43,-6.24,Dublin Airport,1979,12,1,5.5,1.25,SW,0,1,1,0,0-1-1,Very High,Winter
1979-12-02,-0.03,-0.0,0,0.9,5.75,999.2,0.38,1.27,0.07,0.95,0.0,-0.02,76,9.45,0.5,-0.99,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1979,12,2,7.1,-2.3,SW,1,1,1,1,1-1-1,Moderate,Winter
1979-12-03,-0.27,-0.09,0,-0.31,5.75,1004.9,1.1,1.57,0.19,1.77,4.5,-0.02,265,7.42,0.6,-0.99,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1979,12,3,6.3,-2.3,SW,1,1,1,1,1-1-1,Extremely High,Winter
1979-12-04,0.03,0.31,0,-0.29,5.75,999.5,1.77,2.64,0.07,2.8,0.0,-0.02,75,8.15,0.9,-0.65,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1979,12,4,6.0,-2.3,SW,1,1,1,1,1-1-1,Moderate,Winter
1979-12-05,-0.78,-0.3,0,0.27,5.75,1002.2,-1.14,-0.88,0.54,-0.91,3.5,-0.02,283,7.95,0.1,-1.33,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1979,12,5,4.7,-2.3,W,1,1,1,1,1-1-1,Extremely High,Winter
1979-12-06,-0.36,-0.32,1,-1.08,1.8,1005.3,-1.34,-0.88,0.31,-1.01,0.0,-0.02,113,7.32,0.3,-1.2,0.0,-1.5,-3.45,53.43,-6.24,Dublin Airport,1979,12,6,6.9,-1.65,SW,0,1,1,0,0-1-1,Moderate,Winter
1979-12-07,0.05,0.99,0,0.48,3.4,995.6,0.16,-0.11,0.42,-0.19,1.1,-0.02,141,9.28,0.5,-1.06,0.0,-2.9,-3.45,53.43,-6.24,Dublin Airport,1979,12,7,3.1,-2.12,SW,1,1,1,1,1-1-1,High,Winter
1979-12-08,-0.38,0.29,0,0.48,0.5,988.4,0.04,0.35,0.54,0.22,3.1,-0.02,243,8.93,0.4,-1.13,0.0,-0.1,-3.45,53.43,-6.24,Dublin Airport,1979,12,8,4.1,-1.18,W,0,1,1,0,0-1-1,Extremely High,Winter
1979-12-09,-0.15,0.47,0,0.15,5.75,974.0,1.59,1.73,0.42,1.56,2.2,-0.02,177,8.22,1.0,-0.65,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1979,12,9,4.4,-2.3,SW,1,1,1,1,1-1-1,Very High,Winter
1979-12-10,-0.89,-0.07,0,-0.1,5.6,968.3,1.52,1.57,0.66,1.77,2.4,-0.02,185,6.82,0.6,-0.92,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1979,12,10,3.2,-2.3,W,1,1,1,1,1-1-1,Very High,Winter
1979-12-11,-1.13,-0.79,0,-0.14,2.2,983.2,0.13,0.35,1.47,0.02,3.0,-0.02,254,5.92,0.3,-1.27,0.0,-1.9,-3.45,53.43,-6.24,Dublin Airport,1979,12,11,5.2,-1.78,NW,1,1,1,1,1-1-1,Extremely High,Winter
1979-12-12,-0.38,-0.86,1,-1.19,1.4,989.8,1.07,1.27,0.54,1.67,0.5,-0.02,65,5.55,0.5,-0.99,0.0,-0.9,-3.45,53.43,-6.24,Dublin Airport,1979,12,12,9.2,-1.45,W,0,1,1,0,0-1-1,Moderate,Winter
1979-12-13,-1.09,-0.68,0,-0.42,0.0,983.2,0.42,1.57,0.31,1.46,1.1,-0.02,180,5.6,0.8,-0.86,0.8,0.8,-3.45,53.43,-6.24,Dublin Airport,1979,12,13,4.9,-0.62,SW,0,1,1,0,0-1-1,High,Winter
1979-12-14,-1.46,-1.29,1,-1.29,5.75,973.2,-0.38,0.35,-0.86,0.12,2.9,-0.02,172,3.52,0.2,-1.27,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1979,12,14,5.8,-2.3,SE,1,1,1,1,1-1-1,Very High,Winter
1979-12-15,-1.58,-1.04,1,-0.85,2.9,976.7,1.45,1.73,0.89,1.56,1.3,-0.02,179,3.85,0.3,-1.13,0.0,-2.6,-3.45,53.43,-6.24,Dublin Airport,1979,12,15,4.1,-2.02,W,1,1,1,1,1-1-1,High,Winter
1979-12-16,-0.68,-1.15,1,-1.25,0.7,989.0,1.14,2.19,0.54,2.18,0.0,-0.02,121,3.52,0.7,-0.86,0.0,0.0,-3.45,53.43,-6.24,Dublin Airport,1979,12,16,9.0,-1.15,W,0,1,1,0,0-1-1,Moderate,Winter
1979-12-17,-1.48,-0.88,0,-0.69,0.0,994.3,3.43,2.95,0.54,2.6,5.5,-0.02,266,3.2,1.0,-0.44,1.0,1.0,-3.45,53.43,-6.24,Dublin Airport,1979,12,17,3.9,-0.48,W,0,1,1,0,0-1-1,Extremely High,Winter
1979-12-18,-1.74,-1.02,0,-0.81,1.0,1004.6,1.05,0.96,0.89,0.84,1.8,-0.02,195,3.05,0.4,-1.13,0.4,0.4,-3.45,53.43,-6.24,Dublin Airport,1979,12,18,3.2,-0.88,W,0,1,1,0,0-1-1,High,Winter
1979-12-19,-1.56,-1.04,1,-1.35,0.0,1015.6,0.45,0.04,1.24,-0.09,5.5,-0.02,264,2.28,0.4,-1.13,0.8,0.8,-3.45,53.43,-6.24,Dublin Airport,1979,12,19,4.2,-0.62,NW,0,1,1,0,0-1-1,Extremely High,Winter
1979-12-20,-1.87,-1.22,1,-1.83,0.0,1020.0,-0.43,-0.88,1.24,-0.91,1.1,-0.02,189,1.8,0.2,-1.33,1.0,1.0,-3.45,53.43,-6.24,Dublin Airport,1979,12,20,3.5,-0.48,NW,0,1,1,0,0-1-1,High,Winter
1979-12-21,-1.72,-1.0,1,-1.81,0.4,1013.1,-0.83,-0.72,-1.09,-0.6,0.1,-0.02,131,3.22,0.4,-1.13,0.9,0.9,-3.45,53.43,-6.24,Dublin Airport,1979,12,21,3.2,-0.55,E,0,1,1,0,0-1-1,Moderate,Winter
1979-12-22,-1.93,-1.47,1,-2.04,0.0,1000.8,-0.99,-0.57,-0.86,-0.4,1.0,-0.02,161,1.72,0.6,-0.99,1.5,1.5,-3.45,53.43,-6.24,Dublin Airport,1979,12,22,4.3,-0.15,SE,0,1,1,0,0-1-1,High,Winter
1979-12-23,-1.97,-1.27,1,-1.56,2.8,993.0,-1.3,-1.03,0.77,-1.01,0.0,-0.02,46,1.65,0.5,-0.99,0.0,-0.8,-3.45,53.43,-6.24,Dublin Airport,1979,12,23,3.2,-1.42,W,1,1,1,1,1-1-1,Moderate,Winter
1979-12-24,-1.5,-1.51,1,-1.52,0.0,1001.2,-0.56,-0.88,0.54,-1.01,6.4,-0.02,292,1.5,0.2,-1.33,0.2,0.2,-3.45,53.43,-6.24,Dublin Airport,1979,12,24,6.6,-1.02,W,0,1,1,0,0-1-1,Extremely High,Winter
1979-12-25,-0.87,-0.88,1,-1.75,0.4,1003.2,0.27,0.2,-0.16,0.53,3.6,-0.02,202,1.8,0.5,-1.06,0.3,0.3,-3.45,53.43,-6.24,Dublin Airport,1979,12,25,6.9,-0.95,S,0,1,1,0,0-1-1,Extremely High,Winter
1979-12-26,-0.72,-0.03,0,0.25,5.75,995.0,0.36,0.35,-0.39,1.56,0.0,-0.02,62,4.95,0.6,-0.92,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1979,12,26,3.8,-2.3,S,1,1,1,1,1-1-1,Moderate,Winter
1979-12-27,-0.78,-1.06,0,0.08,5.75,983.6,0.42,0.96,-0.74,1.56,0.0,-0.02,75,5.22,0.3,-1.13,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1979,12,27,8.1,-2.3,SE,1,1,1,1,1-1-1,Moderate,Winter
1979-12-28,-1.7,-1.31,1,-1.23,0.0,991.1,0.78,0.81,0.07,0.74,3.2,-0.02,193,2.22,0.4,-1.06,0.4,0.4,-3.45,53.43,-6.24,Dublin Airport,1979,12,28,4.7,-0.88,SW,0,1,1,0,0-1-1,Extremely High,Winter
1979-12-29,-2.05,-1.22,1,-1.12,0.0,989.5,1.16,0.2,0.66,0.22,0.4,-0.02,153,1.8,0.3,-1.2,0.7,0.7,-3.45,53.43,-6.24,Dublin Airport,1979,12,29,2.6,-0.68,W,0,1,1,0,0-1-1,Moderate,Winter
1979-12-30,-2.03,-1.45,1,-1.08,0.0,998.9,0.22,-0.42,0.89,-0.4,5.6,-0.02,269,1.25,0.1,-1.4,0.8,0.8,-3.45,53.43,-6.24,Dublin Airport,1979,12,30,3.7,-0.62,W,0,1,1,0,0-1-1,Extremely High,Winter
1979-12-31,-2.5,-1.78,1,-1.48,0.0,1004.9,-0.65,-0.88,0.54,-1.01,0.4,-0.02,183,0.9,0.1,-1.33,0.9,0.9,-3.45,53.43,-6.24,Dublin Airport,1979,12,31,2.9,-0.55,W,0,0,1,0,0-0-1,Moderate,Winter
1980-01-01,-1.78,-1.94,1,-2.0,0.0,1007.7,-1.03,-1.03,-2.14,-1.12,2.9,-0.02,187,0.72,0.4,-1.13,1.3,1.3,-3.45,53.43,-6.24,Dublin Airport,1980,1,1,7.1,-0.28,N,0,1,1,0,0-1-1,Very High,Winter
1980-01-02,-1.48,-2.17,1,-2.72,2.7,1009.6,-0.58,0.2,-0.63,0.12,3.0,-0.02,234,0.2,0.2,-1.33,0.0,-1.2,-3.45,53.43,-6.24,Dublin Airport,1980,1,2,9.6,-1.55,SE,1,1,1,1,1-1-1,Extremely High,Winter
1980-01-03,-0.27,-0.0,1,-2.64,4.6,995.6,0.81,0.81,0.19,0.95,0.0,-0.02,68,3.6,0.5,-1.06,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1980,1,3,5.9,-2.3,SW,1,1,1,1,1-1-1,Moderate,Winter
1980-01-04,-0.99,-0.43,0,-0.58,0.5,988.7,1.1,0.65,0.31,0.84,5.4,-0.02,269,3.9,0.5,-1.06,0.0,0.0,-3.45,53.43,-6.24,Dublin Airport,1980,1,4,4.3,-1.15,SW,0,1,1,0,0-1-1,Extremely High,Winter
1980-01-05,-1.19,-0.36,0,-0.33,0.0,995.0,1.41,0.81,0.77,0.74,4.0,-0.02,261,3.55,0.8,-0.79,0.8,0.8,-3.45,53.43,-6.24,Dublin Airport,1980,1,5,3.0,-0.62,W,0,1,1,0,0-1-1,Extremely High,Winter
1980-01-06,-1.36,-1.06,0,-0.62,0.0,1003.5,0.36,0.04,0.66,-0.09,6.1,-0.02,297,3.18,0.4,-1.2,1.2,1.2,-3.45,53.43,-6.24,Dublin Airport,1980,1,6,5.3,-0.35,W,0,1,1,0,0-1-1,Extremely High,Winter
1980-01-07,-1.36,-1.42,1,-2.02,0.0,1007.2,-0.49,-0.11,-0.74,-0.29,0.9,-0.02,190,2.12,0.3,-1.2,1.4,1.4,-3.45,53.43,-6.24,Dublin Airport,1980,1,7,6.9,-0.22,SE,0,1,1,0,0-1-1,Moderate,Winter
1980-01-08,-1.36,-0.3,1,-1.04,0.0,1007.9,0.87,0.81,-0.63,1.25,0.0,-0.02,72,3.62,0.9,-0.72,2.3,2.3,-3.45,53.43,-6.24,Dublin Airport,1980,1,8,1.9,0.38,SE,0,1,1,0,0-1-1,Moderate,Winter
1980-01-09,-1.5,-0.43,0,0.06,5.75,1007.3,0.92,1.27,-0.63,1.46,0.0,-0.02,37,4.25,0.8,-0.79,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1980,1,9,1.8,-2.3,SE,1,1,1,1,1-1-1,Moderate,Winter
1980-01-10,-1.58,-1.06,1,-1.39,0.3,1018.1,-1.39,-1.49,0.54,-1.43,2.5,-0.02,257,3.6,0.1,-1.33,0.0,-0.2,-3.45,53.43,-6.24,Dublin Airport,1980,1,10,4.2,-1.22,W,0,1,1,0,0-1-1,Very High,Winter
1980-01-11,-1.36,-1.27,1,-1.41,0.4,1027.1,-0.94,-1.33,0.31,-1.22,0.1,-0.02,101,3.2,0.2,-1.27,0.0,-0.2,-3.45,53.43,-6.24,Dublin Airport,1980,1,11,6.2,-1.22,SW,0,1,1,0,0-1-1,Moderate,Winter
1980-01-12,-1.91,-1.78,1,-1.68,0.0,1031.9,-1.41,-1.49,0.89,-1.63,0.4,-0.02,191,2.65,0.1,-1.33,0.1,0.1,-3.45,53.43,-6.24,Dublin Airport,1980,1,12,5.8,-1.08,W,0,1,1,0,0-1-1,Moderate,Winter
1980-01-13,-1.56,-1.6,1,-1.35,0.0,1023.7,-0.9,-0.72,0.31,-0.91,0.0,-0.02,144,2.65,0.3,-1.2,0.4,0.4,-3.45,53.43,-6.24,Dublin Airport,1980,1,13,6.7,-0.88,SW,0,1,1,0,0-1-1,Moderate,Winter
1980-01-14,-1.62,-1.02,1,-0.85,5.75,1011.5,0.78,0.96,-2.14,0.95,1.9,-0.02,203,3.92,0.5,-0.99,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1980,1,14,3.8,-2.3,N,1,1,1,1,1-1-1,High,Winter
1980-01-15,-1.7,-1.02,1,-1.0,0.8,1011.5,0.76,0.5,-1.91,0.22,0.3,-0.02,90,3.02,1.0,-0.58,0.2,0.2,-3.45,53.43,-6.24,Dublin Airport,1980,1,15,3.4,-1.02,NE,0,1,1,0,0-1-1,Moderate,Winter
1980-01-16,-2.05,-1.47,1,-1.77,0.0,1014.3,-0.74,-1.33,1.71,-1.43,0.1,-0.02,148,1.5,0.4,-1.06,0.6,0.6,-3.45,53.43,-6.24,Dublin Airport,1980,1,16,3.7,-0.75,N,0,1,1,0,0-1-1,Moderate,Winter
1980-01-17,-2.07,-1.11,1,-0.83,0.0,1009.4,-1.39,-1.18,1.71,-1.32,0.0,-0.02,82,1.88,0.5,-1.06,1.1,1.1,-3.45,53.43,-6.24,Dublin Airport,1980,1,17,2.0,-0.42,N,0,0,1,0,0-0-1,Moderate,Winter
1980-01-18,-1.76,-0.77,0,-0.81,0.0,997.7,-0.02,0.35,-0.63,0.22,0.0,-0.02,109,2.38,0.8,-0.72,1.9,1.9,-3.45,53.43,-6.24,Dublin Airport,1980,1,18,2.0,0.12,SE,0,1,1,0,0-1-1,Moderate,Winter
1980-01-19,-1.58,-1.27,0,-0.29,5.75,985.9,0.02,0.35,-0.63,0.74,0.0,-0.02,26,3.28,0.4,-1.06,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1980,1,19,5.1,-2.3,SE,1,1,1,1,1-1-1,Moderate,Winter
1980-01-20,-1.52,-1.31,1,-1.14,2.2,983.8,0.25,1.27,-0.74,1.98,6.8,-0.02,392,2.33,0.4,-1.2,0.0,-1.8,-3.45,53.43,-6.24,Dublin Airport,1980,1,20,5.6,-1.75,SE,1,1,1,1,1-1-1,Extremely High,Winter
1980-01-21,-1.5,-0.88,1,-1.25,5.75,967.2,2.22,2.8,0.19,3.01,0.0,-0.02,64,3.28,0.4,-0.99,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1980,1,21,3.8,-2.3,SW,1,1,1,1,1-1-1,Moderate,Winter
1980-01-22,-1.5,-0.72,0,-0.5,0.0,971.9,2.13,1.42,0.66,1.25,1.6,-0.02,229,3.35,0.7,-0.79,0.7,0.7,-3.45,53.43,-6.24,Dublin Airport,1980,1,22,3.1,-0.68,W,0,1,1,0,0-1-1,High,Winter
1980-01-23,-1.44,-1.18,0,-0.79,0.0,980.3,0.25,-0.26,0.31,0.02,3.4,-0.02,323,3.45,0.4,-1.13,1.1,1.1,-3.45,53.43,-6.24,Dublin Airport,1980,1,23,5.4,-0.42,SW,0,1,1,0,0-1-1,Extremely High,Winter
1980-01-24,-1.4,-1.45,1,-1.54,0.0,993.8,-0.16,-0.72,0.54,-0.71,6.9,-0.02,446,2.02,0.3,-1.2,1.4,1.4,-3.45,53.43,-6.24,Dublin Airport,1980,1,24,6.8,-0.22,W,0,1,1,0,0-1-1,Extremely High,Winter
1980-01-25,-1.42,-1.29,1,-1.37,0.0,1008.1,-0.65,-1.03,0.54,-0.91,6.7,-0.02,418,1.65,0.3,-1.2,1.7,1.7,-3.45,53.43,-6.24,Dublin Airport,1980,1,25,6.0,-0.02,W,0,1,1,0,0-1-1,Extremely High,Winter
1980-01-26,-1.5,-0.97,1,-2.16,0.0,1017.2,-0.43,-0.26,-1.33,-0.5,5.7,-0.02,404,1.62,0.5,-0.99,2.2,2.2,-3.45,53.43,-6.24,Dublin Airport,1980,1,26,4.2,0.32,E,0,1,1,0,0-1-1,Extremely High,Winter
1980-01-27,-1.46,-1.02,1,-1.41,2.0,1013.8,0.74,0.81,-0.51,1.36,0.3,-0.02,233,2.15,0.6,-0.92,0.8,0.8,-3.45,53.43,-6.24,Dublin Airport,1980,1,27,4.6,-0.62,S,0,1,1,0,0-1-1,Moderate,Winter
1980-01-28,-0.46,0.02,0,-0.33,1.4,1005.7,-0.02,-0.26,-0.39,0.12,0.1,-0.02,229,5.75,0.6,-0.99,0.0,0.0,-3.45,53.43,-6.24,Dublin Airport,1980,1,28,4.9,-1.15,S,0,1,1,0,0-1-1,Moderate,Winter
1980-01-29,-0.56,-0.0,0,-0.25,1.1,997.8,-0.45,-0.26,0.42,-0.09,0.5,-0.02,106,5.78,0.6,-0.92,0.0,-0.5,-3.45,53.43,-6.24,Dublin Airport,1980,1,29,4.5,-1.32,SW,0,1,1,0,0-1-1,Moderate,Winter
1980-01-30,-0.85,-0.09,0,-0.23,2.4,983.6,0.78,0.81,0.42,0.95,5.2,-0.02,461,4.95,0.8,-0.79,0.0,-1.6,-3.45,53.43,-6.24,Dublin Airport,1980,1,30,3.5,-1.68,SW,1,1,1,1,1-1-1,Extremely High,Winter
